ApprovedSymbol	Type	Pair.Evidence	F5.PrimaryCells.Expression_Max	Adipocyte Breast	Adipocyte Omental	Adipocyte Perirenal	Adipocyte Subcutaneous	Alveolar Epithelial	Amniotic Epithelial	Amniotic Membrane	Annulus Pulposus	Astrocyte Cerebellum	Astrocyte Cerebral Cortex	Basophils	Bronchial Epithelial	CD133+ Haematopoietic stem cell	CD14+ Monocyte derived Endothelial progenitor	CD14+ Monocytes	CD14+CD16+ Monocytes	CD14+CD16- Monocytes	CD14-CD16+ Monocytes	CD19+ B cells	CD34+ Haematopoietic stem cell	CD34+ progenitor	CD4+ T cells	CD4+CD25+CD45RA+ naive regulatory T cells	CD4+CD25+CD45RA- memory regulatory T cells	CD4+CD25-CD45RA+ naive conventional T cells	CD4+CD25-CD45RA- memory conventional T cells	CD8+ T cells	Cardiac Myocyte	Chondroblast	Chondrocyte	Chorionic Membrane	Ciliary Epithelial	Corneal Epithelial	Dendritic Monocyte Immature derived	Dendritic Plasmacytoid	ES cells	Endothelial Aortic	Endothelial Artery	Endothelial Lymphatic	Endothelial Microvascular	Endothelial Thoracic	Endothelial Umbilical Vein	Endothelial Vein	Eosinophils	Esophageal Epithelial	Fibroblast Aortic Adventitial	Fibroblast Cardiac	Fibroblast Choroid Plexus	Fibroblast Conjunctival	Fibroblast Dermal	Fibroblast Gingival	Fibroblast Lymphatic	Fibroblast Periodontal Ligament	Fibroblast Pulmonary Artery	Fibroblast Skin Normal	Gingival Epithelial	Granulocyte Macrophage progenitor	Hair Follicle Dermal Papilla	Hair Follicle Outer Root Sheath	Hepatic Sinusoidal Endothelial	Hepatic Stellate	Hepatocyte	Immature Langerhans	Intestinal Epithelial (polarized)	Iris Pigment Epithelial	Keratinocyte Epidermal	Keratinocyte Oral	Keratocytes	Lens Epithelial	Macrophage Monocyte derived	Mallassez derived	Mammary Epithelial	Mast cells	Mast cells stimulated	Mature Adipocyte	Melanocyte	Meningeal	Mesenchymal precursor Adipose	Mesenchymal precursor Bone Marrow	Mesenchymal precursor Cardiac	Mesenchymal stem cell Adipose	Mesenchymal stem cell Amniotic Membrane	Mesenchymal stem cell Bone Marrow	Mesenchymal stem cell Hepatic	Mesenchymal stem cell Umbilical	Mesenchymal stem cell Wharton's Jelly	Mesothelial	Migratory Langerhans	Multipot. Cord Blood Unrestrict. Somatic stem cell	Myoblast	Myotube	NK cells	Nasal Epithelial	Neural stem cell	Neurons	Neutrophils	Nucleus Pulposus	Olfactory Epithelial	Osteoblast	Osteocyte	Pancreatic Stromal	Pericytes	Placental Epithelial	Preadipocyte Breast	Preadipocyte Omental	Preadipocyte Perirenal	Preadipocyte Subcutaneous	Preadipocyte Visceral	Prostate Epithelial	Prostate Stromal	Renal Cortical Epithelial	Renal Epithelial	Renal Glomerular Endothelial	Renal Mesangial	Renal Proximal Tubular Epithelial	Reticulocyte	Retinal Pigment Epithelial	Salivary Acinar	Sebocyte	Sertoli	Skeletal Muscle	Skeletal Muscle Satellite	Small Airway Epithelial	Smooth Muscle Aortic	Smooth Muscle Brachiocephalic	Smooth Muscle Brain Vascular	Smooth Muscle Bronchial	Smooth Muscle Carotid	Smooth Muscle Colonic	Smooth Muscle Coronary Artery	Smooth Muscle Esophageal	Smooth Muscle Internal Thoracic Artery	Smooth Muscle Prostate	Smooth Muscle Pulmonary Artery	Smooth Muscle Subclavian Artery	Smooth Muscle Tracheal	Smooth Muscle Umbilical Artery	Smooth Muscle Umbilical Vein	Smooth Muscle Uterine	Synoviocyte	Tenocyte	Trabecular Meshwork	Tracheal Epithelial	Urothelial
NPR3	receptor	literature supported	151.58	115.92	84.26	129.98	2.62	0.49	0	2.08	117.47	0.97	3.4	0.7	0	88.08	0.09	0	0	0	0	0	42.4	57.21	0	0.04	0.11	0	0.06	0.01	10.09	125.06	9.93	5.95	6.2	0	0	0	0.16	0	0	0	0	0.41	0.31	0.31	0	0.87	44.44	16.33	8.89	1.17	3.15	10.61	0.81	19.51	0.57	95.37	0	20.44	2.02	81.83	1.07	1.44	2.55	0.39	0	5.66	0	0.19	0	10.92	0.08	0	0.22	0.14	0	81.27	0.74	6.91	5.46	42.87	11	5.01	2.09	6.57	151.58	2.98	0.13	0.1	0.15	48.25	43.05	12.64	0	1.63	9.11	3.14	0	75.13	115.6	13.63	32.11	7.21	0.93	0.6	37.17	47.72	62.34	2.25	7.24	0.18	5.8	0.42	0.04	0.91	0.39	0.17	0	0.85	23.94	0	8.03	10.38	29.25	0.19	32.41	8.37	34.37	17.39	31.18	7.62	11.66	2.93	11.01	10.78	21.47	57.69	14.39	3.15	0.17	5.32	79.79	53.63	0.57	1.26	0
NPSR1	receptor	literature supported	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPTN	receptor	putative	351.55	200.61	275.84	351.55	90.66	59.52	66.29	254.69	96.38	64.49	42.41	37.92	59.37	17.62	98.52	47.46	59.91	63.2	52.8	17.84	14.75	19.32	15.47	14.79	23.67	12.73	15.57	25.59	86.13	172	196.94	161.4	70.85	79.56	124.33	23.13	51.86	59.49	74.54	61.19	84.51	73.67	49.91	45.91	105.38	76.75	100.18	123.13	88.47	25.54	52.6	106.74	75.26	120.63	93.58	163.42	127.17	54.93	97.78	65.07	61.23	65.36	66.58	87.58	82.53	72.23	71.59	60.55	64.06	92.98	132.69	130.53	73.49	31.34	44.34	52.46	52.81	53.23	80.19	115.35	100.54	48.98	198.93	62	95.23	60.23	148.27	171.88	35.4	191.87	85.33	54.22	29.19	49.06	57.25	54.83	176.74	85.49	137.26	104.14	106.21	91.49	56.39	59.34	166.84	209.95	139.51	102.1	80.17	81.39	93.92	63.76	62.99	45.82	74.44	76.7	16.03	44.06	148.27	78.3	130.15	42.5	43.14	68.83	92.29	142.29	86.73	59.28	81.04	67.51	84.35	48.76	176.95	101.3	74.59	126.5	57.78	102.72	74.48	80.53	150.88	135.95	36.5	57.9	86.92
NPY1R	receptor	literature supported	73.41	6.59	8.1	11.34	0	0	0	0	0.06	0.56	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	1.7	0.72	0	0	0	8.1	0	0	0	0	0	0.03	0	0	0	0.18	0.21	0.8	0	0.02	0	0	0.03	0	0.05	0	0	0.21	0	0	0	3.68	0.39	0	0.51	0.07	0	0	0.47	0	0	0.03	0.49	0	73.41	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0.57	0.1	0	0	0	0.65	1.35	0	0	0.49	0	0	0	0	0	0	0.44	0	0	0	0.16	0	0.62	1.58	0.11	0.91	0.63	0	0.85	0	0	0	0	0.04	0.06	0	0	0.21	0	0	0.09	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0
NPY2R	receptor	literature supported	8.67	0	0	0	0	0	0	0	2.98	0.04	6.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.03	0	0	0	0.13	0	0	0	0	0	0.03	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67	4.4	0	3.22	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0.33	0	0	0	0.11	0	0	0	0
NPY4R	receptor	literature supported	12.85	1.39	1.52	5.23	0	0.49	0	0.2	0	0.6	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.13	0.26	0	0	2.68	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.67	0.42	2.21	0	0.02	0	0.36	0	0	0	0.06	0	0.21	0	0	5.62	0.66	0	0	2.92	0	0	0	5.53	0	0.31	0	0	0	0.08	0	2.42	0.7	0	0.7	0	0	0	1	0.81	1.03	3.29	0	0	0.05	0.09	0	0	0.25	0	0	0	0.65	0.09	0	0	0	0	3.94	3.72	4.45	0	0	0	0.06	0.42	0.07	0	0	0.07	0	0.44	0	0	12.85	0.04	0.11	0	0	0.29	0.25	0.13	0.78	0.12	0.28	0.49	0	0.49	0	1.06	0	0.15	0.32	0.35	0.66	0.7	0	0	0.11
NPY5R	receptor	literature supported	21.79	0.29	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0.26	0	0	0	2.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0.2	0.39	0	0.17	0	0	0	0.27	0	0	0	0.04	0	21.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0.79	0	0.91	0.32	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRCAM	receptor	literature supported	199.54	29.82	35.81	10.47	48.08	1.09	1.21	1.81	0.89	11.22	178.48	0.15	1.16	0	0	0.33	0.07	0	0	0.62	0	0	0.33	0.69	0	4.12	0.1	3.67	17.95	0.43	0	14.98	43.03	5.12	1.6	0	3.11	30.72	53.99	14.38	18.44	36.75	31.89	28.87	0.66	0.44	4.47	21.22	0.3	1.41	6.09	5.27	0.36	2.69	17.58	0.43	7.13	0	1.69	44.26	4.36	1.15	1.58	19.48	44.28	3.95	1.82	29.07	0.16	79.86	1.3	5.83	14.04	30.67	22.17	15.55	7.73	0.1	1.75	0.7	6.11	5.53	0	0.74	0.61	0	0.39	1.15	25.37	0.24	12.27	0.89	0.44	8.04	199.54	54.68	0	1.1	1.18	0.37	3.43	0.26	0.61	6.66	3.14	6.79	1.48	0.17	0.37	14.44	0	7.77	3.55	6.11	0	4.37	0.11	0.22	44.78	2.3	0	5.95	7.13	0.58	20.38	42.96	1.3	4.66	8.1	0.6	20.01	0.49	28.72	0.14	12.43	21.94	14.41	4.22	0.15	0	0.43	0.12	0.19	1.69	1.12
NRP1	receptor	literature supported	312.77	104.34	103.25	35.77	81.89	42.54	3.27	1.19	260.75	80.89	22.43	4.19	23.52	0.59	209.51	13.17	0.56	2.18	0.19	0.18	2.11	1.12	0.13	0	1.34	0.45	0.17	0.21	106.9	67.57	17.82	34.22	99	17.03	242.01	172.27	6.73	173.53	125.84	250.07	46.08	163.46	198.2	141.35	0	13.96	196.56	105.8	77.44	164.49	156.92	176.99	104.1	146.76	64.66	183.48	39.62	0	133.07	111.02	95.66	28.31	81.26	3.87	28.9	90.93	30.62	21.2	106.49	70.89	307.04	19.66	104.57	48.63	75.87	178.61	6.53	92.48	170.27	165.88	270.45	116.66	143.78	132.13	48.7	84.41	127.07	44.34	0.23	37	170.47	154.83	0.67	35.13	49.62	70.62	0	312.77	232.87	115.38	43.46	154.57	60.84	4.18	113.75	113.71	25.23	194.17	264.09	53.43	113.37	66.59	78.45	129.92	101.87	65.01	0	15.73	57	32.78	118.91	193.26	159.76	71.26	227.76	133.14	88.02	104.93	219.62	85.28	133.45	28.77	211.77	122.35	222.63	219.68	95.07	99.35	126.86	309	92.26	120.04	120.8	24.7	25.42
NRP2	receptor	literature supported	455.68	93.82	113.8	68.91	51.52	8.63	0.64	23.68	14.47	81.61	97.55	3.83	20.32	0	187.18	33.15	2.67	2.67	0.31	1.75	0.79	6.55	0.13	0.65	0.98	15.6	0.32	0.13	44.72	31.16	257.22	16.1	101.96	31.56	68.94	1.03	22.16	96.28	52.86	455.68	262.29	106.54	131.41	104.29	0	34.89	28.39	33.82	44.51	49.68	10.22	17.34	22.59	24.02	16.9	26.41	31.51	0	50.57	80.58	289.54	86.35	11.94	97.84	18.2	48.21	29.05	32.22	24.95	148.94	145.82	30.46	51.17	33.19	420.73	41.26	87.22	11.37	20.96	25.37	30.13	38.21	61.97	12.04	102.98	168.54	275.48	143.26	359.55	3.5	10.07	38.73	0.48	43	292.4	56.85	0	11.9	11.21	52.09	75.46	5.39	23.53	1.56	32.48	68.57	60.85	25.52	19.84	18.77	33.64	30.49	55.11	230.88	52.03	29.33	0	37.2	1.17	31.36	191.21	15.84	41.9	16.9	21.71	25.29	48.58	38.8	9.46	46.57	66.66	115.08	43.92	36.07	13.56	16.31	44.85	78.89	197.88	60.31	26.14	37.72	20.96	25.98	16.44
NRSN1	receptor	literature supported	11.45	0	0	0	0	0	0	0	0	0.1	2.63	0	0	0	0.09	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0.4	0	0.03	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0.15	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	4.94	11.45	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
NRXN1	receptor	literature supported	93.5	0	0	0	0.38	0	0	1.88	0.17	0.33	0.6	0.88	0	0	0	0	0.07	0	0.07	0	0	0	0	0	0.13	0.1	0.06	0.19	0.04	0.05	0.24	0.17	0.06	0	0	0	11.97	0	0	0	0	0	0	0.63	4.54	0	0.18	0	0	0	0.14	0	0	0	0	0	0	0	0.43	0	0	0	1.18	0	0	0	0	0	0	0.19	0	0	0.26	0.04	0	0	0.52	0	0.05	0	0	0	0	0	0.07	0	0	0	0.04	0	0	0	0	6.84	77.91	93.5	5.09	0	0	0	0.34	0	0.1	0	0	0	0	0	0.03	0.04	0.04	0	0	0.66	0	0	0.11	0	0	0	0	0.04	0	0.07	0.08	0.09	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0.22	0
NRXN2	receptor	literature supported	88.32	0.18	0.05	0.87	1.65	0	0	1.29	0.29	1.14	1.11	1.47	0	10.86	0.07	0.07	0	0	0.07	0.05	6.06	0	0	0	0.05	0	0.1	0.07	4.11	0.67	1.28	1.01	0	0	0.04	0.25	6.68	0	0	0	0.08	0	0	0.12	0	0	1.71	0.25	0.52	0	2.22	1.34	2.35	2.84	0	1.9	0	28.1	8.4	2.35	1.77	1.88	3.48	0.11	1.48	0	0	0.09	0	0.5	0	0.06	1.71	0.22	0	0.49	1.24	0.1	2.32	7.28	3.91	2.25	0.52	0.62	0	0.27	0	0.13	4.99	0.24	6.34	18.43	0.96	10.89	88.32	82.8	0	1.72	0.18	2.97	3.06	1.3	1.57	0	0.26	0.53	1.48	1.93	0.74	1.37	0.17	0	0	0.43	0.25	0	0.5	0	1.79	0	0	2.39	2.44	0	0.92	0.29	0.97	0	1.59	0.55	2.26	0	0	0.14	0	0.33	0.33	0.13	0	0.71	1.75	1.71	0	0	0
NRXN3	receptor	literature supported	91.91	16.34	50.28	68.04	0.21	2.91	18.46	20.68	0.39	4.64	34.99	0.26	0.1	0	0	0.18	0	0	0	0	0	0	0	0	0	0.02	0.1	0.01	3.21	0.17	0.24	4.61	11.74	0.92	0	0	7	1.74	3.9	1.06	0	2.94	0.27	1.59	0	0	0.87	5.1	10.38	0	0.43	0.12	11.86	0.32	2.84	2.94	0.53	0	0.43	0	2.8	7.41	0.72	0.5	4.18	4.12	1.02	0.28	0	11.45	0	0	0.06	0.21	0	0.14	0.02	2.09	1.17	0.48	2.23	0.28	25.02	0	5.92	0.82	91.91	5.4	0.16	13.27	0.82	0.36	0.04	6.29	52.57	23.64	0	0.79	1.48	2.34	2.19	0	0.44	16.1	7.97	29.35	25.23	2.75	0.29	2.51	0.16	1.45	1.71	0.89	2.55	3.01	0.13	0.96	0.86	0	19.28	0.68	3.22	0.06	0.34	2.49	25.82	1.07	0.39	3.83	0.82	0.98	0.61	2.74	3.39	1.87	0.62	13.32	5.84	1.42	0	0.15	0	0.1	0
NT5E	receptor	literature supported	1001.36	60.83	45.59	104.68	90.44	29.19	167.24	57.23	266.35	94.34	68.34	0.62	207.76	0	0.59	1.83	0.07	0.04	0.06	69.7	0.53	1.5	1.86	1.89	2.47	5.22	3.68	19.29	26.32	359.69	478.75	350.22	158.79	51	0.57	0.08	0.45	96.83	81.3	110.8	206.71	109.86	89.72	53.19	1.32	51.02	238.62	115.82	147.12	95.37	413.91	478.19	97.08	474.9	111.5	164.08	313.29	0	401.53	213.46	102.64	12.05	70.26	0.34	6.64	463.23	196.68	166.01	121.72	221.34	0.05	454	396.67	1.62	21.68	3.86	69.24	341.18	219.75	487.86	264.19	172.2	243.8	157.33	17.8	64.96	278.97	122.86	0.32	136.63	575.1	43.27	1.57	58.59	23.6	13.8	0	286.42	152.01	195.18	131.98	229.72	68.73	25.87	110.97	105.01	139.51	397.84	501.57	98.21	199.9	238.07	209.11	118.76	30.12	123.3	0.22	67.31	51.05	118.33	345.47	124.46	90.73	174.41	523.21	519.07	183	74.32	375.04	86.55	273.95	15.6	1001.36	239.11	353.72	638.6	104.58	459.65	136.4	313.61	789.88	496.12	145.41	222.08	352.06
NTRK1	receptor	literature supported	168	0	0	0	0.17	0	0	0	0.17	0.21	0	9.79	0	0	0.07	0.14	0	0.05	0	0	1.58	4.15	0.2	0.04	0.15	1.66	0	0.15	0	0	0.24	0	0	0	0.09	0.16	0	0	0.09	0	0.13	0	0	0	0	0	0	0.41	1.7	0.47	0	0	0	0	0.11	0	0.06	0	0	0	0	0	0	0	0	0	0	0.09	0	0.04	0	0	0	20.55	168	0.14	0	0.02	0.16	0	0.04	0	0	0.09	0	0.36	0	0	0	0	0	3.29	0.77	0	0	0	0	0.33	0.06	0	5.05	0	0.1	0	0.14	0	0	0	0	0.03	0.04	0	0	0	0.5	0	6.09	0	0.07	0	0	0.06	0.13	0.06	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.17	0	0
NTRK2	receptor	literature supported	205.27	1.91	2.05	0	0	0	0.7	0.28	2.38	14.68	3.08	0.34	0	0	0.16	0.07	0.07	0	0.07	0	0.26	0	0.99	0.2	0.71	0.61	0.21	0.04	0.17	29.19	9.75	0.21	22.38	0	0.04	0	0.13	0.05	0.07	0	0	0.41	0.07	0	0	0.44	0.18	1.25	0.3	0.23	0.07	0.14	0	0.2	0.23	0.56	0.25	0	1.29	0	0	1.15	2.17	2.27	0.12	1.2	0.11	0.28	0	13.56	0	0.06	0	1.58	0	205.27	0.01	0.19	0.26	0.82	0.11	0	0	0	0.18	0	0	0.03	0.19	1.84	0.2	0.09	0.32	1.24	7.62	9.57	0	9.1	1.93	0.94	1.69	0	0	1.81	0.14	0.77	0	0	0.08	0.07	0	1.56	0.07	0.1	0	1	0.11	0.51	10.7	0	0	0.04	0.06	0.06	0.25	0.07	0.11	0	0	0.04	0	0	0	0.2	1.13	0	0.33	0.82	0.07	0	22.46	18.86	0	0.22	0.11
NTRK3	receptor	literature supported	56.26	0	1.75	3.49	0	0	0.13	1.26	0.17	10.17	37.81	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.1	0.01	4.49	0.72	0.49	0.12	4.98	0	0	0	4.73	0	0	0	0	0	0	0	0	0	10.16	4.24	37.86	0	0	0	0	0.35	0.23	1.45	0	0	7.08	0	0	0	1.38	0	0	0.86	0	0	0	2.68	0	0	0	0.2	1.97	20.63	0.52	2.04	0.37	0.65	19.45	0	0	0	0	1.09	6.59	0.88	0	0	0.18	0.27	0	6.53	46.93	56.26	0	0.04	0.36	0.79	1.14	0	0.96	0.5	0.78	2.18	0	0.34	0.09	0	0.11	0.04	0	0.11	0	0.07	0	0.22	3.44	0	0	0.05	0.03	0	1.08	0	4.24	0.21	17.18	0	0.34	0	0.53	0	20.34	3.31	0	1.72	0	0	2.02	0.88	0	0.67	0
NTSR1	receptor	literature supported	15.43	0	0	0	0	0	0	0	0	0.27	0	0.31	1.21	0	0	1.91	0.56	0.18	0.13	0	0.26	0	0.27	0.08	0.14	0.05	0	0.11	0	0	0.8	0.06	0.22	0	0	0	0.04	4.41	1.91	0.2	0.51	0.18	0.49	1.55	0	0	0.71	0.08	0	0	4.43	0.27	0	1.11	0	0.05	0.19	1.28	1.2	0	0	0	0	0	0	1.2	0.54	0.09	0.16	1.2	0	0	0.48	0	0	0	0.04	0.57	0.72	0	0.11	0	0	0	0	0	0	0	0	0	0.52	0.36	0.11	0.07	0.13	2.05	0.25	0.04	0	0	0	0.43	0.27	0	0	0	0	5.3	8.46	0	0	0	0	0.13	0	0	0.13	0	0.4	0.9	0	3.62	0	0	1.66	0.09	0	0	15.43	0	0	0	0.37	0	2.26	5.7	0.33	1.14	0	1.06	0	0.14	0	0.7	0
NTSR2	receptor	literature supported	0.7	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCLN	receptor	putative	157.43	0	0.15	0	0.21	12.75	1.31	48.76	0.33	1.08	1.28	0.1	8.16	10.28	0.22	0	0.07	0	0	0.12	6.85	2.8	0	0	0	0	0	0	0.04	0	0	5.54	4.45	8.66	0.34	0.2	40.91	3.47	2.57	2.32	0.92	1.1	6.8	1.18	0	3.05	0.18	0.85	0.52	6.09	1.15	0.38	0	0.26	0.34	0.19	8.77	11.5	0	0	1.85	0.41	73.71	59.83	157.43	3.95	5.76	2.69	2.61	1.98	0	4.09	3.46	0.29	0	0.06	1.08	0.56	0.63	0.27	0.78	0.11	0.27	0	0.18	0	0.13	2.37	9.75	3.64	0	0	0	85.77	1.03	0.47	0.5	0.39	0.38	0.28	0	2.09	0.1	1.77	0.14	0.27	0	0	0.2	77.7	0.28	22.59	14.85	1.23	2.09	27.16	0.22	9.33	7.91	1.91	0	0.83	0.32	32.21	0.08	0.14	0.42	1.2	0	0.16	0	0	0.12	0.14	0	0	0.95	0.1	0.25	0.35	2.29	2.36	0	3.46	2.53
OGFR	receptor	literature supported	203.27	24.41	14.48	15.7	33.89	40.85	24.91	14.63	24.69	39.69	23.12	76.81	25.51	33.76	53.42	105.03	96.35	111.2	86.76	49.85	28.45	19.24	33.03	51.89	39.18	40.98	34.73	42.31	41.67	22.05	31.84	32.84	22.78	28.49	81.35	29.51	17.98	40.75	31.28	21.88	29.46	20.8	29.36	36.81	203.27	22.68	26.1	23.41	21.27	19.92	22.86	34.85	44.05	26.11	23.71	13.37	30.17	180.12	43.82	28.47	43.07	38.98	71.87	26.99	59.77	21.96	18.49	21.67	33.36	19.74	49.5	20.25	22.46	33.44	17.24	23.94	34.23	15.15	20.74	25.78	18.64	63.05	21.43	34.6	23.84	30.82	19.78	39.81	22.41	20.28	21.16	24.22	38.77	12.93	18.89	26.14	95.28	26.35	26.22	18.73	39.36	20.24	33.09	42.02	20.06	16.6	22.26	30.75	24.79	36.5	27.36	24.57	50.41	34.58	43.18	35.2	18.35	21.73	35.99	20.39	36.96	19.42	23.04	19.5	35.35	22.55	23.08	36.11	34.13	19.01	30.12	48.76	49.48	18.83	50.85	34.41	31.43	30.12	17.62	35.48	31.44	28.28	46.53	23.02	38.81
OLR1	receptor	literature supported	181.15	4.67	10.68	21.81	0	1.84	0	9.66	0	0	0	40.9	0.12	0.29	0.81	156.87	9.58	14.06	0.38	1.16	0	38.88	0.4	0	0	0	0	0.07	0.09	0.05	0	160.65	0.29	0	0.74	8.81	0.12	0	0	0	0	0	0	0	181.15	0	1.13	0.36	0	0	0.03	0.52	5.96	0.11	0.23	4.35	0.95	0	0.21	0.36	0	1.44	0	5.55	88.43	6	0.37	0	0.33	0.47	28.45	0.14	0	0.29	1.97	1.45	0	0	0.26	0	0	0	36.81	0	138.98	0.53	5.43	4.42	0.1	0.69	0.48	0	3.2	2.56	0.13	2.44	23.17	0	1.1	0.09	0.1	0.43	0	1.21	24.49	32.7	17.81	1.25	0.56	25.68	6.54	0	0	0.11	0	0	0	0.11	0	0.94	0	0.03	0.11	1.35	0	1.26	23.32	0.13	0	23.99	0.07	5.36	0.24	7.75	0	0.51	0	2.65	1.32	0	0.21	0.29	0	0.29	0.33
OPRD1	receptor	literature supported	0.62	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPRK1	receptor	literature supported	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPRL1	receptor	literature supported	13.32	0.61	0.34	0	0.09	0.35	0.48	0.1	0.99	0.64	0.31	2.7	0.73	1.76	2.33	5.21	6.41	6.19	13.32	2.13	0.79	0.56	0.34	0.41	0.57	0.78	0.35	0.69	0.09	0.43	0.73	0.15	0.46	0.18	4.55	1.12	0.17	0.83	0.93	0.72	1.2	0.18	0.44	0.99	3.29	0	0.51	0.16	0.52	0	0.05	0.39	0.46	0.14	0.11	0.62	0	2.55	0	2.37	0.37	1.68	0.2	0.45	0.61	0.51	0.04	0.37	0.33	0.54	4.61	0.1	0	1.7	0	0.66	0.76	0.18	0.41	0.36	0.27	0	0	0.17	0.79	1.18	0.13	0.82	1.3	2.42	0.28	0.62	0.71	0.31	0.13	1.1	12.82	1.01	0.36	0.28	0.45	0.35	0.76	0.4	0.14	0.36	1.48	0.41	0.09	0.28	0.4	0	0.04	1.05	1.7	0.22	0	0	0.53	0	0	0.26	0.67	0.14	0.6	0.37	0.19	0.13	0	0.3	0.63	0.49	0	0.77	1.13	0.51	0	0.19	0.54	0.71	0.32	0.44	0.52	0.35	1.16
